,fighter_name,height,weight
2028,Melchor Manibusan,165.1,69.916
2029,Melinda Fabian,167.64000000000001,56.75
2030,Melissa Gatto,165.1,61.29
2031,Melton Bowen,182.88,102.15
2032,Melvin Guillard,175.26,70.37
2033,Melvin Manhoef,175.26,83.99000000000001
2034,Merab Dvalishvili,167.64000000000001,61.29
2035,Merritt Warren,177.8,70.37
2036,Micah Miller,182.88,65.83
2037,Michael Bisping,185.42,83.99000000000001
2038,Michael Byrnes,180.34,70.37
2039,Michael Chiesa,185.42,77.18
2040,Michael Cora,185.42,77.18
2041,Michael Graves,177.8,77.18
2042,Michael Johnson,177.8,65.83
2043,Michael Knaap,187.96,99.88000000000001
2044,Michael Kuiper,182.88,83.99000000000001
2045,Michael Lombardo,182.88,83.99000000000001
2046,Michael McBride,185.42,70.37
2047,Michael McDonald,175.26,61.29
2048,Michael Page,187.96,77.18
2049,Michael Patt,182.88,93.07000000000001
2050,Michael Trizano,180.34,70.37
2051,Michal Oleksiejczuk,182.88,93.07000000000001
2052,Michel Batista,190.5,118.04
2053,Michel Pereira,185.42,77.18
2054,Michel Prazeres,167.64000000000001,77.18
2055,Michel Quinones,177.8,70.37
2056,Michelle Waterson,160.02,52.21
2057,Michihiro Omigawa,167.64000000000001,65.83
2058,Michinori Tanaka,165.1,61.29
2059,Michiyoshi Ohara,177.8,93.07000000000001
2060,Mickael Lebout,180.34,70.37
2061,Mickey Gall,187.96,77.18
2062,Miesha Tate,167.64000000000001,61.29
2063,Miguel Baeza,187.96,77.18
2064,Miguel Cosio,193.04,93.07000000000001
2065,Miguel Torres,175.26,61.29
2066,Mike Aina,175.26,70.37
2067,Mike Altman,177.8,83.99000000000001
2068,Mike Bencic,182.88,97.61
2069,Mike Bourke,182.88,124.85000000000001
2070,Mike Bronzoulis,182.88,70.37
2071,Mike Brown,167.64000000000001,65.83
2072,Mike Budnik,175.26,65.83
2073,Mike Campbell,175.26,70.37
2074,Mike Chandler,172.72,70.37
2075,Mike Ciesnolevicz,182.88,106.69
2076,Mike Cook,185.42,93.07000000000001
2077,Mike Davis,182.88,70.37
2078,Mike Dolce,180.34,83.99000000000001
2079,Mike Easton,167.64000000000001,61.29
2080,Mike French,177.8,65.83
2081,Mike Grundy,170.18,65.83
2082,Mike Guymon,182.88,77.18
2083,Mike Hayes,193.04,104.42
2084,Mike Jackson,187.96,77.18
2085,Mike Joy,167.64000000000001,70.37
2086,Mike King,190.5,83.99000000000001
2087,Mike Kyle,193.04,93.07000000000001
2088,Mike Lullo,172.72,65.83
2089,Mike Malott,182.88,65.83
2090,Mike Massenzio,187.96,83.99000000000001
2091,Mike Moreno,182.88,83.99000000000001
2092,Mike Nickels,193.04,93.07000000000001
2093,Mike Perry,177.8,77.18
2094,Mike Pierce,172.72,77.18
2095,Mike Polchlopek,193.04,129.39000000000001
2096,Mike Pyle,182.88,77.18
2097,Mike Rhodes,185.42,77.18
2098,Mike Ricci,182.88,70.37
2099,Mike Richman,172.72,61.29
2100,Mike Rio,177.8,70.37
2101,Mike Rodriguez,193.04,93.07000000000001
2102,Mike Russow,185.42,115.77000000000001
2103,Mike Santiago,177.8,65.83
2104,Mike Seal,193.04,83.99000000000001
2105,Mike Stumpf,177.8,77.18
2106,Mike Swick,185.42,77.18
2107,Mike Wessel,182.88,118.04
2108,Mike Whitehead,185.42,93.07000000000001
2109,Mike Wilkinson,170.18,65.83
2110,Mike de la Torre,180.34,65.83
2111,Mike van Arsdale,187.96,93.07000000000001
2112,Mikey Burnett,167.64000000000001,77.18
2113,Mikhail Iloukhine,175.26,93.07000000000001
2114,Milana Dudieva,160.02,61.29
2115,Miles Johns,170.18,61.29
2116,Miles McDonald,170.18,52.21
2117,Milton Vieira,182.88,65.83
2118,Min Soo Kim,185.42,115.77000000000001
2119,Minoki Ichihara,170.18,80.812
2120,Minoru Toyonaga,180.34,88.53
2121,Minotauro Nogueira,190.5,108.96000000000001
2122,Mirko Cro Cop,187.96,104.42
2123,Mirsad Bektic,172.72,65.83
2124,Misha Cirkunov,190.5,93.07000000000001
2125,Mitch Clarke,177.8,70.37
2126,Mitch Gagnon,165.1,61.29
2127,Mitch Whitesel,175.26,83.99000000000001
2128,Mitchell Sipe,187.96,111.23
2129,Mitsuharu Kitao,200.66,177.06
2130,Mitsuhiro Ishida,167.64000000000001,69.916
2131,Mizuto Hirota,170.18,70.37
2132,Moise Rimbon,177.8,93.07000000000001
2133,Molly McCann,162.56,56.75
2134,Montana De La Rosa,170.18,56.75
2135,Montel Jackson,177.8,61.29
2136,Mostapha Al-Turk,187.96,111.23
2137,Moti Horenstein,193.04,104.42
2138,Motoki Miyazawa,180.34,76.272
2139,Motonobu Tezuka,170.18,61.29
2140,Movsar Evloev,170.18,65.83
2141,Mu Bae Choi,187.96,104.42
2142,Muhammed Lawal,182.88,93.07000000000001
2143,Muhsin Corbbrey,177.8,70.37
2144,Muin Gafurov,170.18,61.29
2145,Murad Chunkaiev,180.34,83.99000000000001
2146,Murilo Bustamante,187.96,83.08200000000001
2147,Murilo Rua,180.34,83.99000000000001
2148,Muslim Salikhov,180.34,77.18
2149,Mychal Clark,190.5,101.696
2150,Myles Jury,177.8,65.83
2151,Nad Narimani,172.72,65.83
2152,Nadia Kassem,165.1,56.75
2153,Nah-Shon Burrell,180.34,77.18
2154,Naho Sugiyuma,154.94,47.67
2155,Nam Phan,167.64000000000001,61.29
2156,Nandor Guelmino,190.5,104.42
2157,Naoki Inoue,175.26,56.75
2158,Naoki Matsushita,167.64000000000001,70.37
2159,Naoya Ogawa,193.04,115.77000000000001
2160,Naoyuki Kotani,172.72,70.37
2161,Nasrat Haqparast,177.8,70.37
2162,Nate Diaz,182.88,77.18
2163,Nate James,182.88,83.99000000000001
2164,Nate Loughran,187.96,83.99000000000001
2165,Nate Marquardt,182.88,83.99000000000001
2166,Nate Mohr,175.26,70.37
2167,Nate Moore,182.88,77.18
2168,Nate Quarry,182.88,83.99000000000001
2169,Nate Schroeder,185.42,104.42
2170,Nathan Coy,177.8,77.18
2171,Nathan Jones,210.82,156.63
2172,Nathaniel Wood,167.64000000000001,61.29
2173,Nazareno Malegarie,172.72,70.37
2174,Neil Grove,198.12,120.31
2175,Neil Magny,190.5,77.18
2176,Neil Seery,162.56,56.75
2177,Neil Wain,177.8,109.86800000000001
2178,Neiman Gracie,182.88,77.18
2179,Nicco Montano,165.1,56.75
2180,Nicdali Rivera-Calanoc,160.02,47.67
2181,Nick Agallar,172.72,70.37
2182,Nick Barnes,180.34,77.18
2183,Nick Bustamante,175.26,77.18
2184,Nick Catone,182.88,83.99000000000001
2185,Nick Denis,170.18,61.29
2186,Nick Diaz,185.42,83.99000000000001
2187,Nick Ertl,175.26,70.37
2188,Nick Garcia,162.56,56.75
2189,Nick Gibbons,177.8,70.37
2190,Nick Gonzalez,167.64000000000001,70.37
2191,Nick Hein,167.64000000000001,70.37
2192,Nick Newell,177.8,70.37
2193,Nick Nolte,182.88,77.18
2194,Nick Osipczak,187.96,77.18
2195,Nick Pace,170.18,61.29
2196,Nick Penner,193.04,93.07000000000001
2197,Nick Pica,177.8,83.99000000000001
2198,Nick Piedmont,177.8,65.83
2199,Nick Ring,182.88,83.99000000000001
2200,Nick Roehrick,187.96,93.07000000000001
2201,Nick Rossborough,195.57999999999998,93.07000000000001
2202,Nick Sanzo,175.26,86.26
2203,Nick Serra,175.26,77.18
2204,Nick Thompson,185.42,77.18
2205,Nick Urso,167.64000000000001,56.75
2206,Nico Musoke,182.88,77.18
2207,Nicolae Negumereanu,182.88,93.07000000000001
2208,Nicolas Dalby,180.34,77.18
2209,Nik Lentz,172.72,70.37
2210,Nikita Krylov,190.5,93.07000000000001
2211,Nikk Covert,172.72,83.99000000000001
2212,Niklas Backstrom,185.42,65.83
2213,Niko Price,182.88,77.18
2214,Nina Ansaroff,165.1,52.21
2215,Ning Guangyou,162.56,65.83
2216,Nissen Osterneck,187.96,83.99000000000001
2217,Noad Lahat,175.26,65.83
2218,Noah Thomas,175.26,61.29
2219,Nobuhiko Takada,182.88,99.88000000000001
2220,Nobuhiro Obiya,172.72,65.83
2221,Nolan Ticman,167.64000000000001,56.75
2222,Nordine Taleb,185.42,77.18
2223,Norifumi Yamamoto,162.56,61.29
2224,Norma Dumont,170.18,61.29
2225,Norman Parke,180.34,70.37
2226,Ode Osbourne,170.18,61.29
2227,Olaf Alfonso,187.96,77.18
2228,Oleg Taktarov,182.88,95.34
2229,Oli Thompson,185.42,109.86800000000001
2230,Oliver Enkamp,182.88,77.18
2231,Olivier Aubin-Mercier,175.26,70.37
2232,Oluwale Bamgbose,180.34,83.99000000000001
2233,Omari Akhmedov,182.88,83.99000000000001
2234,Onassis Parungao,180.34,90.8
2235,Orlando Wiet,177.8,77.18
2236,Osamu Tachihikari,195.57999999999998,136.20000000000002
2237,Oscar Cota,187.96,104.42
2238,Oskar Piechota,182.88,83.99000000000001
2239,Ovince Saint Preux,190.5,93.07000000000001
2240,Pablo Alfonso,172.72,65.83
2241,Pablo Garza,185.42,65.83
2242,Pablo Villaseca,170.18,70.37
2243,Paddy Holohan,177.8,56.75
2244,Paige VanZant,162.56,52.21
2245,Pannie Kianzad,170.18,65.83
2246,Papy Abedi,180.34,83.99000000000001
2247,Pascal Krauss,185.42,77.18
2248,Pat Audinwood,182.88,70.37
2249,Pat Barry,180.34,106.69
2250,Pat Benson,175.26,70.37
2251,Pat Curran,175.26,65.83
2252,Pat Healy,182.88,70.37
2253,Pat Miletich,177.8,77.18
2254,Pat Schilling,172.72,65.83
2255,Patricio Freire,165.1,65.83
2256,Patrick Cote,180.34,77.18
2257,Patrick Cummins,187.96,93.07000000000001
2258,Patrick Kaase,175.26,83.99000000000001
2259,Patrick Murphy,182.88,77.18
2260,Patrick Smith,187.96,102.15
2261,Patrick Speight,185.42,77.18
2262,Patrick Walsh,180.34,83.99000000000001
2263,Patrick Williams,172.72,61.29
2264,Patricky Freire,170.18,70.37
2265,Paul Bradley,175.26,77.18
2266,Paul Buentello,187.96,111.23
2267,Paul Craig,190.5,93.07000000000001
2268,Paul Creighton,167.64000000000001,70.37
2269,Paul Daley,175.26,77.18
2270,Paul Felder,180.34,70.37
2271,Paul Georgieff,187.96,77.18
2272,Paul Herrera,177.8,83.99000000000001
2273,Paul Jones,175.26,90.346
2274,Paul Kelly,175.26,70.37
2275,Paul Redmond,177.8,65.83
2276,Paul Rodriguez,170.18,70.37
2277,Paul Ruiz,167.64000000000001,61.29
2278,Paul Sass,182.88,70.37
2279,Paul Taylor,182.88,70.37
2280,Paul Varelans,203.2,136.20000000000002
2281,Paulo Cesar Silva,226.06,174.79
2282,Paulo Costa,185.42,83.99000000000001
2283,Paulo Filho,172.72,83.99000000000001
2284,Paulo Thiago,180.34,77.18
2285,Pawel Nastula,182.88,104.42
2286,Pawel Pawlak,182.88,77.18
2287,Pearl Gonzalez,162.56,52.21
2288,Pedro Munhoz,167.64000000000001,61.29
2289,Pedro Nobre,165.1,61.29
2290,Pedro Otavio,190.5,111.23
2291,Pedro Rizzo,185.42,109.414
2292,Peggy Morgan,185.42,61.29
2293,Per Eklund,177.8,70.37
2294,Pete Rogers Jr.,182.88,65.83
2295,Pete Sell,180.34,77.18
2296,Pete Spratt,175.26,77.18
2297,Pete Williams,190.5,106.69
2298,Peter Petties,180.34,65.83
2299,Peter Sobotta,182.88,77.18
2300,Petr Yan,170.18,61.29
2301,Phil Baroni,175.26,77.18
2302,Phil Cardella,180.34,70.37
2303,Phil Davis,187.96,93.07000000000001
2304,Phil Harris,162.56,56.75
2305,Phil Hawes,185.42,83.99000000000001
2306,Phil Johns,157.48000000000002,77.18
2307,Philip De Fries,195.57999999999998,113.5
2308,Philip Perez,165.1,70.37
2309,Philip Preece,172.72,93.07000000000001
2310,Philipe Lins,187.96,93.07000000000001
2311,Phillip Miller,180.34,83.99000000000001
2312,Phillipe Nover,175.26,65.83
2313,Pietro Menga,170.18,56.75
2314,Piotr Hallmann,175.26,70.37
2315,Poliana Botelho,172.72,52.21
2316,Polo Reyes,180.34,70.37
2317,Polyana Viana,165.1,52.21
2318,Poppies Martinez,175.26,65.83
2319,Priscila Cachoeira,170.18,56.75
2320,Punahele Soriano,180.34,83.99000000000001
2321,Quinn Mulhern,190.5,70.37
2322,Rachael Ostovich,160.02,56.75
2323,Rafael Carino,203.2,111.23
2324,Rafael Carvalho,190.5,83.99000000000001
2325,Rafael Dias,175.26,65.83
2326,Rafael Dos Anjos,172.72,77.18
2327,Rafael Feijao,185.42,93.07000000000001
2328,Rafael Fiziev,172.72,70.37
2329,Rafael Natal,182.88,83.99000000000001
2330,Rafael Rebello,165.1,61.29
2331,Rafael Silva,170.18,61.29
2332,Rafaello Oliveira,172.72,70.37
2333,Rainy Martinez,182.88,90.346
2334,Raja Shippen,167.64000000000001,65.83
2335,Ralek Gracie,187.96,95.34
2336,Ralph Dillon,187.96,93.07000000000001
2337,Ralph Gracie,175.26,83.08200000000001
2338,Ramazan Emeev,177.8,77.18
2339,Ramazan Kuramagomedov,182.88,77.18
2340,Rameau Thierry Sokoudjou,177.8,93.07000000000001
2341,Ramiz Brahimaj,177.8,77.18
2342,Rampage Jackson,185.42,93.07000000000001
2343,Ramsey Nijem,180.34,70.37
2344,Randa Markos,162.56,52.21
2345,Randall Wallace,180.34,83.99000000000001
2346,Randy Brown,190.5,77.18
2347,Randy Costa,175.26,61.29
2348,Randy Couture,185.42,93.07000000000001
2349,Rani Yahya,167.64000000000001,61.29
2350,Raoni Barcelos,170.18,61.29
2351,Raou Raou,172.72,88.53
2352,Raphael Assuncao,165.1,61.29
2353,Raphael Butler,190.5,118.494
2354,Raphael Pessoa,193.04,112.138
2355,Raquel Pa'aluhi,170.18,61.29
2356,Raquel Pennington,170.18,61.29
2357,Rashad Coulter,180.34,93.07000000000001
2358,Rashad Evans,182.88,93.07000000000001
2359,Rashid Magomedov,175.26,70.37
2360,Raul Castillo,180.34,83.99000000000001
2361,Raulian Paiva,172.72,56.75
2362,Ray Borg,162.56,61.29
2363,Ray Perales,177.8,77.18
2364,Ray Routh,172.72,83.99000000000001
2365,Ray Sefo,182.88,108.96000000000001
2366,Ray Seraille,190.5,111.684
2367,Ray Sloan,185.42,93.07000000000001
2368,Ray Steinbeiss,180.34,77.18
2369,Raymond Daniels,187.96,83.99000000000001
2370,Razak Al-Hassan,187.96,93.07000000000001
2371,Reese Andy,182.88,93.07000000000001
2372,Reginaldo Vieira,170.18,61.29
2373,Remco Pardoel,190.5,118.04
2374,Renan Barao,167.64000000000001,61.29
2375,Renato Moicano,180.34,65.83
2376,Renato Sobral,185.42,93.07000000000001
2377,Renato Verissimo,185.42,77.18
2378,Rene Kronvold,172.72,77.18
2379,Renee Forte,170.18,70.37
2380,Renzo Gracie,177.8,83.99000000000001
2381,Reuben Duran,170.18,61.29
2382,Rex Holman,190.5,93.07000000000001
2383,Rex Richards,195.57999999999998,120.31
2384,Reynaldo Trujillo,175.26,70.37
2385,Reza Madadi,180.34,70.37
2386,Reza Nasri,180.34,93.07000000000001
2387,Rhadi Ferguson,170.18,93.07000000000001
2388,Ricardo Abreu,180.34,83.99000000000001
2389,Ricardo Almeida,182.88,77.18
2390,Ricardo Arona,180.34,93.07000000000001
2391,Ricardo Barros,185.42,93.07000000000001
2392,Ricardo Funch,177.8,77.18
2393,Ricardo Lamas,172.72,65.83
2394,Ricardo Morais,203.2,122.58
2395,Ricardo Palacios,167.64000000000001,65.83
2396,Ricardo Prasel,205.74,109.86800000000001
2397,Ricardo Ramos,175.26,61.29
2398,Ricardo Romero,182.88,93.07000000000001
2399,Ricco Rodriguez,193.04,120.31
2400,Rich Attonito,177.8,77.18
2401,Rich Bouphanouvong,170.18,77.18
2402,Rich Clementi,175.26,70.37
2403,Rich Franklin,185.42,83.99000000000001
2404,Richard Crunkilton,170.18,70.37
2405,Richard Dalton,185.42,93.07000000000001
2406,Richard Odoms,195.57999999999998,120.31
2407,Richard Walsh,182.88,77.18
2408,Richardson Moreira,187.96,83.99000000000001
2409,Richie Hightower,172.72,77.18
2410,Richie Santiago,170.18,61.29
2411,Richie Smullen,175.26,70.37
2412,Richie Vaculik,167.64000000000001,56.75
2413,Rick Davis,175.26,70.37
2414,Rick Glenn,182.88,65.83
2415,Rick Roufus,182.88,93.97800000000001
2416,Rick Story,175.26,77.18
2417,Rickson Gracie,177.8,83.99000000000001
2418,Ricky Johnson,172.72,65.83
2419,Ricky Legere Jr.,172.72,77.18
2420,Ricky Rainey,185.42,77.18
2421,Ricky Simon,167.64000000000001,61.29
2422,Ricky Turcios,175.26,61.29
2423,Rico Altamirano,177.8,77.18
2424,Rico DiSciullo,172.72,61.29
2425,Rico Farrington,193.04,77.18
2426,Riki Fukuda,182.88,83.99000000000001
2427,Rilley Dutro,172.72,56.75
2428,Rin Nakai,154.94,61.29
2429,Roan Carneiro,180.34,77.18
2430,Rob Broughton,187.96,120.31
2431,Rob Emerson,175.26,70.37
2432,Rob Font,172.72,61.29
2433,Rob Kimmons,177.8,83.99000000000001
2434,Rob MacDonald,190.5,93.07000000000001
2435,Rob McCullough,175.26,70.37
2436,Rob Sinclair,172.72,70.37
2437,Rob Whiteford,175.26,65.83
2438,Rob Wilkinson,190.5,83.99000000000001
2439,Rob Yundt,185.42,83.99000000000001
2440,Robbie Lawler,180.34,77.18
2441,Robert Breslin,180.34,70.37
2442,Robert Densley,175.26,70.37
2443,Robert Drysdale,190.5,93.07000000000001
2444,Robert Lucarelli,187.96,111.23
2445,Robert Peralta,172.72,65.83
2446,Robert Whittaker,182.88,83.99000000000001
2447,Roberta Rovel,172.72,65.83
2448,Roberto Sanchez,167.64000000000001,56.75
2449,Roberto Traven,190.5,103.058
2450,Rocky Lee,175.26,65.83
2451,Rodney Faverus,182.88,97.61
2452,Rodney Wallace,175.26,93.07000000000001
2453,Rodolfo Marques Diniz,167.64000000000001,61.29
2454,Rodolfo Rubio,165.1,65.83
2455,Rodrigo Damm,170.18,70.37
2456,Rodrigo Gracie,182.88,83.08200000000001
2457,Rodrigo Gripp de Sousa,180.34,93.07000000000001
2458,Rodrigo Nascimento,190.5,111.684
2459,Rodrigo Ruas,177.8,83.99000000000001
2460,Rodrigo de Lima,170.18,70.37
2461,Roger Bowling,175.26,70.37
2462,Roger Carroll,177.8,77.18
2463,Roger Gracie,193.04,83.99000000000001
2464,Roger Hollett,180.34,93.07000000000001
2465,Roger Huerta,175.26,70.37
2466,Roger Narvaez,190.5,83.99000000000001
2467,Roger Zapata,180.34,77.18
2468,Rogerio Bontorin,167.64000000000001,56.75
2469,Rogerio Nogueira,187.96,93.07000000000001
2470,Roland Delorme,175.26,61.29
2471,Roland Payne,175.26,93.07000000000001
2472,Rolando Delgado,190.5,70.37
2473,Rolando Dy,172.72,65.83
2474,Rolando Perez,172.72,61.29
2475,Roldan Sangcha-an,162.56,56.75
2476,Rolles Gracie,193.04,109.86800000000001
2477,Roman Dolidze,190.5,93.07000000000001
2478,Roman Kopylov,182.88,83.99000000000001
2479,Roman Mitichyan,177.8,77.18
2480,Roman Salazar,170.18,61.29
2481,Roman Zentsov,185.42,104.42
2482,Romie Aram,177.8,77.18
2483,Ron Faircloth,175.26,93.07000000000001
2484,Ron Fields,187.96,90.8
2485,Ron Henderson,177.8,56.75
2486,Ron Sparks,195.57999999999998,120.31
2487,Ron Stallings,187.96,77.18
2488,Ron Waterman,187.96,127.12
2489,Ron van Clief,177.8,86.26
2490,Ronald Jhun,180.34,77.18
2491,Ronaldo Candido,167.64000000000001,56.75
2492,Ronda Rousey,170.18,61.29
2493,Ronny Markes,185.42,83.99000000000001
2494,Rony Jason,170.18,65.83
2495,Rony Sefo,175.26,102.15
2496,Ronys Torres,170.18,70.37
2497,Roosevelt Roberts,187.96,70.37
2498,Rory MacDonald,182.88,77.18
2499,Rory Markham,182.88,77.18
2500,Rory Singer,187.96,83.99000000000001
2501,Rose Namajunas,165.1,52.21
2502,Roshaun Jones,172.72,61.29
2503,Rosi Sexton,160.02,61.29
2504,Ross Ebanez,175.26,69.916
2505,Ross Pearson,172.72,70.37
2506,Ross Pointon,172.72,77.18
2507,Rostem Akman,177.8,77.18
2508,Rousimar Palhares,172.72,77.18
2509,Roxanne Modafferi,170.18,56.75
2510,Roy Boughton,182.88,93.07000000000001
2511,Roy Nelson,182.88,119.402
2512,Royce Alger,177.8,90.346
2513,Royce Gracie,185.42,79.45
2514,Royler Gracie,172.72,68.10000000000001
2515,Royston Wee,170.18,61.29
2516,Ruan Potts,187.96,112.138
2517,Ruben Villareal,193.04,120.31
2518,Rubens Xavier,190.5,99.88000000000001
2519,Rubin Williams,185.42,83.99000000000001
2520,Rudy Bears,180.34,77.18
2521,Rudyard Moncayo,177.8,88.53
2522,Rulon Gardner,190.5,120.31
2523,Ruslan Magomedov,190.5,109.86800000000001
2524,Russell Doane,170.18,61.29
2525,Russell Patrick,175.26,65.83
2526,Rustam Khabilov,172.72,70.37
2527,Ryan Bader,187.96,93.07000000000001
2528,Ryan Bastianelli,165.1,61.29
2529,Ryan Benoit,165.1,56.75
2530,Ryan Couture,177.8,70.37
2531,Ryan Gracie,175.26,90.8
2532,Ryan Hall,177.8,70.37
2533,Ryan Healy,185.42,70.37
2534,Ryan Janes,190.5,83.99000000000001
2535,Ryan Jensen,185.42,83.99000000000001
2536,Ryan Jimmo,185.42,93.07000000000001
2537,Ryan Keenan,177.8,77.18
2538,Ryan LaFlare,185.42,77.18
2539,Ryan MacDonald,180.34,61.29
2540,Ryan Madigan,182.88,77.18
2541,Ryan McGillivray,180.34,77.18
2542,Ryan McGivern,182.88,83.99000000000001
2543,Ryan Parker,190.5,106.69
2544,Ryan Quinn,172.72,65.83
2545,Ryan Roberts,167.64000000000001,70.37
2546,Ryan Spann,195.57999999999998,93.07000000000001
2547,Ryan Stonitsch,175.26,77.18
2548,Ryan Thomas,182.88,77.18
2549,Ryo Chonan,175.26,77.18
2550,Ryo Kawamura,180.34,93.07000000000001
2551,Ryuichi Murata,172.72,83.08200000000001
2552,Ryuki Ueyama,180.34,81.72
2553,Ryuta Sakurai,170.18,83.08200000000001
2554,Saad Awad,180.34,70.37
2555,Sabah Homasi,182.88,77.18
2556,Sabina Mazo,170.18,56.75
2557,Sage Northcutt,182.88,77.18
2558,Sai Wang,182.88,77.18
2559,Said Nurmagomedov,172.72,61.29
2560,Sako Chivitchian,180.34,70.37
2561,Salim Touahri,177.8,77.18
2562,Salvador Becerra,175.26,70.37
2563,Salvador Woods,180.34,77.18
2564,Sam Adkins,190.5,102.15
2565,Sam Alvey,187.96,93.07000000000001
2566,Sam Greco,187.96,93.07000000000001
2567,Sam Hoger,187.96,93.07000000000001
2568,Sam Oropeza,187.96,77.18
2569,Sam Sicilia,172.72,65.83
2570,Sam Spengler,180.34,83.99000000000001
2571,Sam Stout,175.26,70.37
2572,Sammy Morgan,177.8,77.18
2573,Samy Schiavo,172.72,70.37
2574,Sanae Kikuta,175.26,90.8
2575,Santiago Ponzinibbio,182.88,77.18
2576,Saparbeg Safarov,185.42,93.07000000000001
2577,Sara McMann,167.64000000000001,61.29
2578,Sarah D'alelio,170.18,65.83
2579,Sarah Frota,167.64000000000001,52.21
2580,Sarah Kaufman,165.1,61.29
2581,Sarah Moras,170.18,61.29
2582,Sarah Payant,162.56,52.21
2583,Satoru Kitaoka,167.64000000000001,69.916
2584,Satoshi Honma,185.42,93.07000000000001
2585,Satoshi Ishii,180.34,108.96000000000001
2586,Saul Elizondo,170.18,61.29
2587,Scott Adams,182.88,102.15
2588,Scott Askham,190.5,83.99000000000001
2589,Scott Baker,182.88,95.34
2590,Scott Bessac,193.04,111.23
2591,Scott Bills,177.8,77.18
2592,Scott Carson,187.96,97.61
2593,Scott Ferrozzo,180.34,146.642
2594,Scott Fiedler,193.04,106.69
2595,Scott Graham,193.04,83.99000000000001
2596,Scott Harper,182.88,83.99000000000001
2597,Scott Holtzman,175.26,70.37
2598,Scott Jorgensen,165.1,61.29
2599,Scott Junk,185.42,120.31
2600,Scott Lighty,187.96,93.07000000000001
2601,Scott McAfee,172.72,70.37
2602,Scott Morris,177.8,95.34
2603,Scott Norton,177.8,77.18
2604,Scott Shaffer,170.18,65.83
2605,Scott Smith,182.88,83.99000000000001
2606,Scott Ventimiglia,180.34,83.99000000000001
2607,Sean Alvarez,182.88,106.69
2608,Sean Brady,175.26,77.18
2609,Sean Daugherty,182.88,79.45
2610,Sean Gannon,190.5,120.31
2611,Sean Holden,177.8,77.18
2612,Sean Lally,182.88,77.18
2613,Sean Loeffler,190.5,83.99000000000001
2614,Sean McCorkle,200.66,120.31
2615,Sean O'Connell,185.42,93.07000000000001
2616,Sean O'Haire,195.57999999999998,122.58
2617,Sean O'Malley,180.34,61.29
2618,Sean Pierson,182.88,77.18
2619,Sean Salmon,177.8,83.99000000000001
2620,Sean Santella,165.1,56.75
2621,Sean Sherk,167.64000000000001,70.37
2622,Sean Soriano,175.26,65.83
2623,Sean Spencer,177.8,77.18
2624,Sean Strickland,185.42,77.18
2625,Sean Wilson,172.72,65.83
2626,Seichi Ikemoto,180.34,76.272
2627,Semmy Schilt,208.28,120.31
2628,Seohee Ham,157.48000000000002,52.21
2629,Sergei Kharitonov,182.88,111.23
2630,Sergei Pavlovich,190.5,116.678
2631,Sergey Ignatov,175.26,95.34
2632,Sergey Khandozhko,185.42,77.18
2633,Serghei Spivac,190.5,118.04
2634,Sergio Gomez,167.64000000000001,70.37
2635,Sergio Moraes,182.88,77.18
2636,Sergio Pettis,167.64000000000001,61.29
2637,Seth Baczynski,190.5,77.18
2638,Seth Dikun,177.8,61.29
2639,Seth Kleinbeck,187.96,83.99000000000001
2640,Seth Petruzelli,182.88,93.07000000000001
2641,Seungwoo Choi,182.88,65.83
2642,Shamar Bailey,175.26,70.37
2643,Shamil Abdurakhimov,190.5,106.69
2644,Shana Dobson,167.64000000000001,56.75
2645,Shana Olsen,170.18,65.83
2646,Shane Burgos,180.34,65.83
2647,Shane Campbell,182.88,70.37
2648,Shane Carwin,187.96,120.31
2649,Shane Howell,172.72,56.75
2650,Shane Nelson,175.26,70.37
2651,Shane Primm,190.5,93.07000000000001
2652,Shane Roller,177.8,70.37
2653,Shane Young,172.72,65.83
2654,Shane del Rosario,193.04,113.5
2655,Shannon Gugerty,177.8,70.37
2656,Shannon Ritch,175.26,86.26
2657,Shawn Bunch,165.1,61.29
2658,Shawn Jordan,182.88,118.04
2659,Shawn Teed,195.57999999999998,120.31
2660,Shayna Baszler,170.18,61.29
2661,Sheila Gaff,165.1,61.29
2662,Sheldon Westcott,185.42,77.18
2663,Shelton Graves,187.96,115.77000000000001
2664,Sherman Pendergarst,185.42,106.69
2665,Sherron Leggett,172.72,70.37
2666,Sheymon Moraes,172.72,65.83
2667,Shingo Kohara,167.64000000000001,61.29
2668,Shinsho Anzai,170.18,77.18
2669,Shinya Aoki,180.34,69.916
2670,Shoji Maruyama,170.18,63.106
2671,Shonie Carter,177.8,77.18
2672,Shungo Oyama,180.34,83.99000000000001
2673,Shunichi Shimizu,165.1,61.29
2674,Siala Siliga,185.42,131.66
2675,Sidney Outlaw,172.72,77.18
2676,Sidney Silva,190.5,77.18
2677,Sijara Eubanks,162.56,61.29
2678,Silvana Juarez,160.02,56.75
2679,Simeon Thoresen,185.42,77.18
2680,Sione Latu,182.88,97.61
2681,Sirwan Kakai,165.1,61.29
2682,Siyar Bahadurzada,180.34,77.18
2683,Soa Palelei,193.04,120.31
2684,Sodiq Yusuff,175.26,65.83
2685,Soichi Nishida,180.34,145.28
2686,Sokun Koh,185.42,93.07000000000001
2687,Solomon Hutcherson,180.34,83.99000000000001
2688,Song Kenan,182.88,77.18
2689,Song Yadong,172.72,61.29
2690,Spencer Fisher,170.18,70.37
